coef,panel_short,thr_075,thr_100,thr_125,thr_150,max_pct_dev
Theta_dn_Cog,Panel A,-0.269035077481603,0.213040403053546,-0.434089429380472,-0.181303046152073,303.75920396253
Theta_dn_Cog,Panel B,0.145497488873292,0.225845533084906,0.0878525581547719,-0.0552037452692076,124.443142405856
Theta_dn_Phy,Panel A,-0.514568472134878,0.00278150743320119,-0.429315731981569,0.202930752175737,18599.6259939047
Theta_dn_Phy,Panel B,0.04166798520025,0.102909455139815,0.186287650336109,0.622823057418025,505.214609844978
Theta_up_Cog,Panel A,-0.517337959715548,0.234403567430561,-1.00757429907717,-1.34291105248865,672.905552252938
Theta_up_Cog,Panel B,0.127499669336453,0.177927134065649,0.236427574447532,-0.125683996236236,170.637902923712
Theta_up_Phy,Panel A,-0.913412861827888,-0.825383977946995,-1.75827755439476,-1.73264708175425,113.025404099579
Theta_up_Phy,Panel B,-0.202066290860109,-0.759214725976125,-0.473677567710453,-0.327228119292565,73.3848298845479
