atc_archetype,obs_slope,atc_slope,sym_slope,null_slope,frac_ATC,frac_SYM,frac_NULL,frac_asym
Physical_Terminal,-0.152874807732848,-0.0632717327266121,-0.0712469810413055,-0.00774488556641803,0.413879393635483,0.466047886488997,0.050661620977816,-0.052168492853514
SC_Scaffolding,0.177306084127227,0.0713408572497323,0.0725926058488607,0.0136155852800421,0.402359894195967,0.409419711715992,0.076791416081764,-0.00705981752002477
SC_Specialized,0.02805746989202,0.0314882345183969,0.0320621987517831,0.00171458660625384,1.12227633637603,1.14273307162675,0.061109808291784,-0.020456735250723
