atc_archetype,obs_slope,frac_ATC,frac_SYM,frac_NULL,frac_asym,frac_ATC_lo,frac_ATC_hi,frac_SYM_lo,frac_SYM_hi
Physical_Terminal,-0.152874807732848,0.413879393635483,0.466047886488997,0.050661620977816,-0.052168492853514,0.200619850578571,0.617822105215869,0.215789184218922,0.684114257926955
SC_Scaffolding,0.177306084127227,0.402359894195967,0.409419711715992,0.076791416081764,-0.00705981752002477,0.121542283134636,0.636783075771312,0.130454558113967,0.627163086389046
SC_Specialized,0.02805746989202,1.12227633637603,1.14273307162675,0.061109808291784,-0.020456735250723,-0.511099443841153,2.84181381696441,-0.326015262461513,2.74365663502351
