coef,panel_short,est_42,est_123,est_999,mean_est,sd_est,cv,stable
Theta_dn_Cog,Panel A,0.147413673460869,0.149048729962675,0.171990632909377,0.156151012110973,0.013741853685691,0.0880036158582499,FALSE
Theta_dn_Cog,Panel B,0.0707067415107274,0.0619199591002774,0.0756229917883196,0.0694165641331081,0.00694202380157821,0.100005292515871,FALSE
Theta_dn_Phy,Panel A,-0.146188248225011,-0.134020052857375,-0.13978214935038,-0.139996816810922,0.00608693734280231,0.0434791124645588,TRUE
Theta_dn_Phy,Panel B,-0.143026410019688,-0.151476917485133,-0.136763846983423,-0.143755724829415,0.00738359912006592,0.0513621223003644,FALSE
Theta_up_Cog,Panel A,0.336531089919379,0.317678639053598,0.315745632564474,0.323318453845817,0.0114832243960934,0.0355167614452637,TRUE
Theta_up_Cog,Panel B,0.307118400341779,0.290750458172213,0.303543032838781,0.300470630450924,0.0086056449520792,0.0286405527860226,TRUE
Theta_up_Phy,Panel A,-0.818543870354247,-0.797508633841185,-0.807386265221741,-0.807812923139058,0.0105241066853164,0.0130279008714307,TRUE
Theta_up_Phy,Panel B,-0.648850258218612,-0.63340514479046,-0.642893841249447,-0.641716414752839,0.00778958484569636,0.0121386716415795,TRUE
