panel_short,baseline_gap,mean_perm_gap,sd_perm_gap,ci_lo_95,ci_hi_95,compression_pct,p_atc_gap,n_reps,test
Panel A,1.15507496027363,0.00082924270221507,0.144115698401834,-0.266865275584399,0.294177100610204,0.0717912456537566,0,1000,Test ii
Panel B,0.955968658560391,0.00172350445145668,0.128244801317209,-0.234392481191059,0.265649064235561,0.18028880298776,0,1000,Test ii
Panel A,1.15507496027363,0.0457201533163574,0.00675949759014535,0.0322488402879262,0.0584943166486677,3.95819794288734,0,1000,Test iii
Panel B,0.955968658560391,0.0560562710165672,0.006566610153462,0.0431964038173911,0.0683087912793442,5.86381891441748,0,1000,Test iii
