coef,panel_short,thr_075,thr_100,thr_125,thr_150,max_pct_dev
Theta_dn_Cog,Panel A,-0.269035077481602,-0.269035077481602,-0.269035077481602,-0.269035077481602,0
Theta_dn_Cog,Panel B,0.145497488873293,0.145497488873293,0.145497488873293,0.145497488873293,0
Theta_dn_Phy,Panel A,-0.514568472134878,-0.514568472134878,-0.514568472134878,-0.514568472134878,0
Theta_dn_Phy,Panel B,0.0416679852002505,0.0416679852002505,0.0416679852002505,0.0416679852002505,0
Theta_up_Cog,Panel A,-0.517337959715548,-0.517337959715548,-0.517337959715548,-0.517337959715548,0
Theta_up_Cog,Panel B,0.127499669336453,0.127499669336453,0.127499669336453,0.127499669336453,0
Theta_up_Phy,Panel A,-0.913412861827887,-0.913412861827887,-0.913412861827887,-0.913412861827887,0
Theta_up_Phy,Panel B,-0.20206629086011,-0.20206629086011,-0.20206629086011,-0.20206629086011,0
